,angularVelocitySim,commandedAngularVelocity,commandedLinearVelocity,commandedWheelAngle,index,linearVelocitySim,vl,vl_c,vr,vr_c,wheelAngleSim
41,0.0069542364640669384,0.04552411833261382,0.31340460638269657,0.07250104989271682,42,0.057269084453582766,0.5146217346191406,0.5603078777717199,0.48136234283447266,0.5793452363471766,1.5108845233917236
42,0.0036720362576571374,0.04381459031481989,0.31852808480022954,0.06866851540199484,43,0.06062232255935669,0.5359315872192383,0.5699807398436822,0.5183696746826172,0.588303204884425,1.5119099617004395
43,-0.0005842555652965199,0.04219004087268057,0.32360894674593815,0.06509466690516488,44,0.05864794254302979,0.5085849761962891,0.5795583491737816,0.5113792419433594,0.5972014571750843,1.5109889507293701
44,0.005018017508766868,0.0406440280521762,0.32864672648592097,0.061756805779402665,45,0.06452556848526002,0.5730915069580078,0.5890412059271285,0.5490922927856445,0.6060377994762204,1.5110353231430054
45,0.0010717998851429331,0.039170705826222146,0.3336409957680669,0.05863458958035736,46,0.061753046512603764,0.539546012878418,0.5984297538146388,0.5344200134277344,0.6148102307965134,1.5116267204284668
46,0.0036790154196999288,0.03776476324348976,0.33859136223306396,0.05570975923377854,47,0.06515974998474121,0.575404167175293,0.6077243899273865,0.5578088760375977,0.623516927283755,1.5114822387695312
47,0.0009461749683726918,0.0364213705985121,0.343497467983496,0.052965900687897395,48,0.0638675332069397,0.5576324462890625,0.6169254733903038,0.5531072616577148,0.6321562283678634,1.511275291442871
48,0.0004369578578255393,0.03513613171162844,0.34835898828396344,0.05038823638617683,49,0.06975729510188103,0.6076300740242004,0.626033332976593,0.6055402755737305,0.6407266244196376,1.5119678974151611
49,0.005648136138916016,0.033905041538674116,0.353175630368786,0.04796344256735376,50,0.06705681085586548,0.5966091156005859,0.6350482738033426,0.5695962905883789,0.6492267457195156,1.5112359523773193
50,0.0038983605124733663,0.03159542962538732,0.3579455476513024,0.04410578568610519,51,0.0629558801651001,0.5567646026611328,0.6442037695352415,0.5381202697753906,0.6574164037422215,1.5114214420318604
51,0.0019292397932572797,0.030487466290985466,0.3626723536982216,0.0420069675725535,52,0.07153693437576295,0.626673698425293,0.6530296274086513,0.6174468994140625,0.6657789314939725,1.5116485357284546
52,0.00012363087047230113,0.029424632678382114,0.367354270799369,0.04002800323710976,53,0.06987073421478272,0.6078672409057617,0.6617644328024637,0.6072759628295898,0.6740692791952417,1.5136717557907104
53,-0.0006650144403631036,0.02840409430354335,0.3719911434282374,0.03815992169709107,54,0.07135158777236938,0.6188583374023438,0.6704084956060543,0.6220388412475586,0.682286571405718,1.513293981552124
54,0.00019342249090021306,0.0274232539385389,0.3765828401418847,0.036394575091668976,55,0.07316036224365234,0.6366395950317383,0.6789621198890049,0.6357145309448242,0.6904300260814848,1.511950135231018
55,0.0046062469482421875,0.02647973002527448,0.3811292526427574,0.03472455334712264,56,0.06871862411499023,0.6085681915283203,0.6874256067088196,0.5865383148193359,0.6984989483557525,1.512817144393921
56,-0.0021146860989657316,0.025571337251003648,0.38563029486757217,0.033143108602928406,57,0.07351981401443482,0.6342458724975586,0.6957992565158304,0.6443595886230469,0.7064927248207955,1.51279878616333
57,0.0013539574363014915,0.02469606903647334,0.3900859020966497,0.03164408817527257,58,0.07498641014099121,0.6552934646606445,0.704083371195373,0.6488180160522461,0.7144108182469893,1.5132375955581665
58,0.004131663929332386,0.02385208172319342,0.3944960300780104,0.0302218750043275,59,0.07368733882904054,0.650639533996582,0.7122782557815329,0.6308794021606445,0.7222527626839592,1.5129324197769165
59,0.00021037188443270594,0.02303768026973374,0.3988606541618253,0.028871334667593472,60,0.07683466672897339,0.6686305999755859,0.7203842198741925,0.6676244735717773,0.7300181588960812,1.5132410526275635
60,0.0014965317466042257,0.02225130529031448,0.403179768441313,0.02758776816273559,61,0.07600444555282593,0.6644868850708008,0.7284015787871396,0.6573295593261719,0.7377066700903621,1.5140166282653809
61,0.0016610405661843038,0.02149152129316251,0.4074533848973413,0.02636686977232611,62,0.07916493415832519,0.6923627853393555,0.7363306544520501,0.6844186782836914,0.745318017901918,1.5148693323135376
62,0.0015284364873712711,0.02075700599025249,0.41168153254424145,0.025204689408062086,63,0.07729529142379761,0.6757879257202148,0.7441717761006589,0.6684780120849609,0.7528519786056735,1.5140148401260376
63,0.005514535036954012,0.020046540563470834,0.41586425657531406,0.024097598907070222,64,0.08289188146591187,0.7339859008789062,0.7519252807463906,0.7076120376586914,0.7603083795274785,1.513956069946289
64,0.0031107122247869315,0.019359000795756726,0.420001617506747,0.023042261831980687,65,0.07903223037719727,0.6946754455566406,0.7595915134822454,0.6797981262207031,0.7676870956331981,1.515490174293518
65,-0.0008085857738148081,0.018693348970010435,0.42409369031944144,0.022035606362852234,66,0.0809742569923401,0.7021903991699219,0.7671708276143459,0.7060575485229492,0.774988046274532,1.515281319618225
66,0.0007736899636008523,0.0180486264684995,0.4281405635983511,0.02107480094293644,67,0.08361983299255371,0.7289791107177734,0.7746635846444976,0.7252788543701172,0.7822111920767791,1.515672206878662
67,0.0026460994373668323,0.01742394699892233,0.43214233866956064,0.020157232364691063,68,0.08580341339111329,0.7524442672729492,0.7820701541176083,0.7397890090942383,0.7893565319535212,1.5155881643295288
68,0.00020438974553888494,0.016818490387461457,0.4360991287355548,0.019280486027787494,69,0.0894053339958191,0.7779264450073242,0.7893909133472666,0.7769489288330078,0.7964241002365688,1.5150851011276245
69,0.002357698028737848,0.01623149688822032,0.44001105800939977,0.01844232813590135,70,0.08560196205973626,0.7500028610229492,0.7966262470313716,0.7387269139289856,0.8034139639119001,1.5159425735473633
70,0.0030339414423162284,0.01566226195850542,0.4438782608488293,0.01764068962050402,71,0.08612283468246461,0.7561492919921875,0.803776546770184,0.7416391372680664,0.8103262199528316,1.5156060457229614
71,-0.00020339272238991475,0.015110131458011086,0.44770088089151233,0.016873651608521528,72,0.08885011672973633,0.7721233367919922,0.8108422104978928,0.7730960845947266,0.8171609927439701,1.5162752866744995
72,0.0004875443198464133,0.01457449723677799,0.45147907019283395,0.01613943227465039,73,0.0858322024345398,0.747532844543457,0.8178236418374627,0.7452011108398438,0.8239184315910243,1.5160712003707886
73,0.0024427067149769173,0.014054793074971816,0.4552129883676573,0.015436374931259796,74,0.0877495527267456,0.7688808441162109,0.8247212493891554,0.7571983337402344,0.8305987083114164,1.5176447629928589
74,-0.00363016128540039,0.013550490946704864,0.4589028017379582,0.014762937231581875,75,0.08821319341659546,0.7583904266357422,0.8315354459619766,0.775752067565918,0.8372020149033259,1.5185765027999878
75,0.00030409206043590194,0.013061097578807735,0.4625486824878182,0.014117681371307077,76,0.09043022394180299,0.7870769500732422,0.8382666477568278,0.7856225967407227,0.8437285612897837,1.5183510780334473
76,0.00029511885209517044,0.012586151285007034,0.4661508078277575,0.013499265193713675,77,0.09023199081420899,0.7853317260742188,0.8449152735090575,0.7839202880859375,0.8501785731373332,1.517866611480713
77,0.0042313662442294035,0.01212521904542722,0.4697093591702949,0.012906434100410407,78,0.09484481811523438,0.8348560333251953,0.8514817436001285,0.8146190643310547,0.8565522897463982,1.5182220935821533
78,0.005225398323752663,0.011677893822293811,0.47322452131840625,0.012338013699916736,79,0.09108113050460816,0.8045053482055664,0.8579664791433499,0.7795143127441406,0.8628499620144909,1.5180720090866089
79,0.0013001181862571023,0.011243792084498546,0.4766964816692223,0.011792903113072179,80,0.08947415351867676,0.7811450958251953,0.8643699010536453,0.7749271392822266,0.8690718504707993,1.5190038681030273
80,0.003692973743785511,0.01082255153271744,0.4801254294342596,0.011270068880510953,81,0.09429974555969238,0.8288288116455078,0.8706924291054493,0.8111667633056641,0.8752182233827674,1.5176644325256348
81,0.0024088079279119315,0.010413829004359597,0.48351155487857445,0.010768539409215256,82,0.09260969161987305,0.8110618591308594,0.8769344809874056,0.7995414733886719,0.8812893549346832,1.5191271305084229
82,-0.0010862567208030007,0.010017298549832687,0.4868550485803141,0.01028739991261674,83,0.09703127741813661,0.8411526679992676,0.8830964713583332,0.8463478088378906,0.8872855234791723,1.5197668075561523
83,0.0006096796555952592,0.009632649666734263,0.49015610071257915,0.009825787797463145,84,0.10002012848854065,0.8711981773376465,0.8891788109107357,0.8682823181152344,0.8932070098622792,1.5196707248687744
84,9.023059498180042e-05,0.009259585678102415,0.4934149003490741,0.009382888453831468,85,0.09641985297203065,0.8386492729187012,0.8951819054474406,0.8382177352905273,0.8990540958219196,1.519247055053711
85,0.002213391390713778,0.008897822250505335,0.4966316347953869,0.008957931417680181,86,0.10168015956878662,0.8894681930541992,0.9011061549755978,0.8788824081420898,0.9048270624621727,1.5201691389083862
86,0.0018534660339355467,0.008547086036168846,0.49980648894719804,0.008550186866255118,87,0.09589465856552125,0.8382987976074219,0.9069519528237066,0.8294343948364258,0.9105261888024682,1.5213040113449097
87,-0.003637638959017667,0.008207113437036262,0.5029396446767442,0.0081589624231156,88,0.09583118557929993,0.8246159553527832,0.9127196847845184,0.8420133590698242,0.9161517504036424,1.5212701559066772
88,-0.002065333453091708,0.007877649476002205,0.5060312802490672,0.007783600238942662,89,0.0978669822216034,0.8460783958435059,0.9184097282896853,0.8559560775756836,0.9217040180705589,1.5218526124954224
89,-0.0008728937669233842,0.007558446776148202,0.5090815697688793,0.0074234743319365306,90,0.10080236792564393,0.8744549751281738,0.924022451617495,0.8786296844482422,0.9271832566329751,1.5219284296035767
90,-0.0004207437688654119,0.007249264632203768,0.5120906826592875,0.007077988156775539,91,0.09991443157196045,0.8678150177001953,0.9295582131392436,0.8698272705078125,0.9325897238036198,1.5221370458602905
91,0.0002836530858820135,0.00694986817611553,0.5150587831730442,0.006746572390269264,92,0.10345205664634705,0.900261402130127,0.9350173606050745,0.8989048004150391,0.9379236691150862,1.5222443342208862
92,0.0038485093550248576,0.006660027624993572,0.517986029937389,0.006428682909735288,93,0.09923391342163086,0.8721065521240234,0.940400230473663,0.8537006378173828,0.943185332935024,1.522614598274231
93,0.0009750886396928266,0.0063795176093321354,0.5208725755327254,0.006123798950919315,94,0.10190718173980713,0.8884811401367188,0.9457071472866403,0.8838176727294922,0.9483749455596336,1.5228400230407715
94,-0.00037488070401278407,0.006108116573717069,0.5237185661058836,0.005831421427835109,95,0.10220494270324708,0.8878421783447266,0.9509384230907385,0.8896350860595703,0.9534927263852019,1.523266315460205
95,-0.002058354291048917,0.005845606248202082,0.5265241410181891,0.0055510714037129896,96,0.10351155400276185,0.8951783180236816,0.956094356908447,0.9050226211547852,0.9585388831576951,1.5250507593154907
96,-0.0035558830608021126,0.0055917711817743245,0.5292894325284507,0.005282288696655126,97,0.10618756413459779,0.9148669242858887,0.9611752342591758,0.9318733215332031,0.9635136112988267,1.5249197483062744
97,-0.002224857156926935,0.005346398337445871,0.5320145655111657,0.0050246306122112,98,0.1052882492542267,0.9102296829223633,0.9661813267315624,0.920870304107666,0.9684170933090398,1.5250139236450195
98,0.0053510232405229044,0.005109276742153845,0.5346996572097024,0.004777670789745752,99,0.10917024612426758,0.9621024131774902,0.9711128916079176,0.9365105628967285,0.9732494982455454,1.5245636701583862
99,0.001545884392478249,0.004880197188879641,0.5373448170240337,0.004540998154182165,100,0.10906948447227478,0.9521269798278809,0.9759701715405681,0.9447336196899414,0.9780109812740997,1.5250972509384155
100,0.002610705115578391,0.004658951985244119,0.5399501463332672,0.0043142159623392054,101,0.10438948273658753,0.9139776229858398,0.9807533942817529,0.901491641998291,0.9827016832937641,1.5256226062774658
101,-0.0023285475644198327,0.004445334749212266,0.5425157383519987,0.004096940939585533,102,0.10793355107307434,0.9329843521118164,0.9854627724651622,0.9441208839416504,0.9873217306330148,1.5255982875823975
102,-0.00043918869712136007,0.004239140242863005,0.5450416780200498,0.0038888024940026624,103,0.10355432629585266,0.8994221687316895,0.990098503440219,0.9015226364135742,0.9918712348145072,1.5261602401733398
103,0.0016994259574196553,0.004040164245710175,0.5475280419249112,0.003689442005510585,104,0.10905248522758484,0.9523463249206543,0.9946607691575536,0.944218635559082,0.9963502923875779,1.5265156030654907
104,0.0006054423072121359,0.0038482034616641216,0.5499748982564188,0.0034985121809288215,105,0.10722390115261078,0.9338295459747314,0.9991497361060497,0.930933952331543,1.000758984826382,1.5271961688995361
105,-0.006020524285056374,0.003663055458648149,0.552382306791959,0.0033156764708741847,106,0.10743070244789124,0.9197831153869629,1.0035655552985716,0.9485769271850586,1.0050973784903698,1.5280823707580566
106,2.8165903958407313e-05,0.0034845186343995162,0.5547503189120693,0.003140608539711697,107,0.10904144942760469,0.948253870010376,1.0079083623074787,0.9481191635131836,1.0093655246455004,1.5278620719909668
107,0.0023315386338667436,0.0033123922132271915,0.5570789776451026,0.0029729917902890078,108,0.11153300404548645,0.9754276275634766,1.0121782773465118,0.9642767906188965,1.0135634595447705,1.5279237031936646
108,0.001863685521212491,0.003146476260170928,0.5593683177392834,0.0028125189288504427,109,0.11373817622661592,0.9934842586517334,1.0163754053988432,0.9845709800720215,1.0176912045621873,1.5289216041564941
109,0.00181358510797674,0.002986571720394936,0.56161836576175,0.0026588915751366545,110,0.10897777080535889,0.9519696235656738,1.0204998363889173,0.943295955657959,1.0217487663810825,1.528846263885498
110,0.002765991471030495,0.0028324804773523227,0.5638291402226487,0.0025118199099278256,111,0.11240510642528534,0.9840500354766846,1.024551645395915,0.9708213806152344,1.0257361372318987,1.530357003211975
111,0.0008170604705810547,0.002684005423239242,0.5660006517233154,0.002371022352594038,112,0.10989449620246888,0.9575581550598145,1.0285308929084416,0.9536504745483398,1.0296532951763415,1.5294007062911987
112,-0.0017709623683582652,0.002540950549554611,0.5681329031270244,0.002236225274099002,113,0.11766102612018586,1.018904447555542,1.0324376251160465,1.027374267578125,1.0335002044367692,1.5303024053573608
113,0.0006019527261907404,0.002403121044668797,0.5702258897506024,0.002107162732467019,114,0.11259991228580475,0.9805691242218018,1.03627187423721,0.9776902198791504,1.0372768157649805,1.5308610200881958
114,-0.0005628195675936612,0.0022703234061238397,0.5722795995760722,0.00198357623635298,115,0.11190890669822694,0.9717750549316406,1.040033658880669,0.9744668006896973,1.0409830668505027,1.5311590433120728
115,-0.00199005820534446,0.002142365557196513,0.5742940134802553,0.0018652145264105662,116,0.11643468141555786,1.0077166557312012,1.0437229844385048,1.0172343254089355,1.0446188827624234,1.5311402082443237
116,0.0029002157124606042,0.00201905697539075,0.5762691054808221,0.0017518333802261647,117,0.11597292572259904,1.0153955221176147,1.0473398435066403,1.0015249252319336,1.0481841764236217,1.5307445526123047
117,0.0037895603613419962,0.001900208821754532,0.5782048429980006,0.001643195430235332,118,0.11971385627985001,1.0500520467758179,1.0508842163336343,1.0319280624389648,1.0516788491136404,1.5317721366882324
118,0.0009241158312017267,0.0017856340745825905,0.5801011871293488,0.001539069997011893,119,0.11537301689386369,1.0054534673690796,1.0543560712923123,1.0010337829589844,1.0551027909962285,1.5330095291137695
119,0.0011573444713245738,0.001675147670690968,0.5819580929368928,0.001439232939959822,120,0.11849359154701233,1.033146619796753,1.057755365372297,1.027611494064331,1.0584558816709495,1.5331929922103882
120,0.0011571949178522283,0.0015685666391741363,0.5837755097447613,0.0013434665117732245,121,0.11620386183261872,1.0132355690002441,1.0610820446931932,1.0077011585235596,1.0617379907423024,1.5335427522659302
121,-0.0019296884536743164,0.0014657102419485632,0.5855533814459605,0.0012515592284965149,122,0.11900130689144135,1.030179500579834,1.064336045032975,1.0394084453582764,1.064948978406881,1.5338020324707031
122,0.0018244526603005148,0.001366400110815389,0.5872916468166375,0.0011633057458314646,123,0.11589328289031983,1.0121304988861084,1.0675172923707157,1.0034048557281494,1.0680886960534204,1.5343539714813232
123,0.0009318676861849698,0.0012704603794307981,0.5889902398366588,0.0010785067399360314,124,0.11893882095813751,1.0364789962768555,1.070625703441862,1.03202223777771,1.0711569868732607,1.533701777458191
124,0.004448119076815518,0.0011777178178867715,0.5906490900147384,0.0009969687989031509,125,0.12131192922592164,1.0655231475830078,1.0736611863012389,1.0442495346069336,1.074153686479628,1.5341951847076416
125,0.0030277598987926133,0.0010880019574889817,0.5922681227171477,0.0009185043140032537,126,0.11988643288612366,1.0497310161590576,1.0766236408946117,1.0352504253387451,1.0770786235313798,1.5348355770111084
126,0.0011437101797624066,0.0010011452120242002,0.5938472594983353,0.0008429313757836106,127,0.11804032176733018,1.0291725397109985,1.079512959634459,1.023702621459961,1.0799316203594873,1.534781575202942
127,-0.00021605491638183592,0.0009169829970134013,0.5953864184323735,0.0007700736759890168,128,0.12183997511863709,1.0589613914489746,1.082329027977667,1.0599946975708008,1.0827124935946,1.5356889963150024
128,-0.0015995990146290171,0.0008353538371277641,0.5968855144438294,0.0006997604067828571,129,0.1195835515856743,1.0360318422317505,1.085071725004654,1.0436820983886719,1.0854210547910894,1.536296010017395
129,-0.001274320212277499,0.0007560994692458883,0.5983444596371769,0.0006318261633872636,130,0.12018935531377793,1.0420775413513184,1.087740923996752,1.048172116279602,1.0880571110475274,1.536541223526001
130,-0.0018943439830433238,0.0006790649408774795,0.599763163623185,0.0005661108496832708,131,0.11954280138015748,1.0349726676940918,1.090336493009062,1.0440325736999512,1.0906204656207017,1.5366344451904297
131,0.000636723908511075,0.0006040986941796603,0.6011415338415242,0.0005024595784300464,132,0.12263950854539872,1.067953109741211,1.0928582954394428,1.0649079084396362,1.0931109185297363,1.5373905897140503
132,-0.0009986931627446955,0.0005310526496926939,0.6024794758787828,0.0004407225777565656,133,0.1193960252404213,1.0358381271362305,1.0953061905892147,1.0406144857406616,1.0955282671518134,1.5381288528442383
133,-0.0008118759502064097,0.0004597822734941938,0.6037768937801823,0.0003807550901763182,134,0.1197456407546997,1.0393249988555908,1.0976800342158735,1.0432078838348389,1.097872306802971,1.539052128791809
134,-0.00201279033314098,0.0003901466441034321,0.605033690354997,0.00032241727758627723,135,0.11987820744514466,1.0376060009002686,1.0999796790744092,1.0472323894500732,1.100142831307398,1.5392146110534668
135,0.0038555632938038218,0.00032200850213667765,0.6062497674744153,0.00026557411799740495,136,0.1227685245871544,1.0767722129821777,1.10220497544849,1.0583325624465942,1.1023396335493836,1.5385338068008423
136,0.001035607944835316,0.0002552342984018308,0.6074250263609366,0.00021009530688551024,137,0.12157209992408753,1.0596251487731934,1.1043557716665826,1.0546722412109375,1.1044625060095505,1.5395305156707764
137,0.002886357090689919,0.00018969422742449549,0.608559367869136,0.000155855152269502,138,0.12084297627210618,1.0577106475830078,1.106431914605422,1.043906331062317,1.106511241282345,1.5397772789001465
138,0.0005601774562488903,0.00012526225417780262,0.60965269275663,0.00010273246983519488,139,0.12545241057872772,1.0922300815582275,1.1084332501770902,1.0895509719848633,1.1084856325742918,1.5400619506835938
139,-0.0003645116632634943,6.181613385286295e-05,0.6107049019450761,5.061047782914584e-05,140,0.12432619690895082,1.0802257061004639,1.1103596237994235,1.0819690227508545,1.1103854741826713,1.5403637886047363
140,0.0010093613104386764,-7.625833805908686e-07,0.6117158967704819,-6.233149936243147e-07,141,0.11955147236585617,1.0419917106628418,1.1122108808501285,1.037164330482483,1.1122105619516236,1.5412876605987549
141,0.0002826062115755948,-6.258854903848214e-05,0.6126855792226036,-5.1077217341615834e-05,142,0.12451865851879121,1.083446741104126,1.1139868671013509,1.0820951461791992,1.1139606937081166,1.5406391620635986
142,0.0026791258291764693,-0.0001237726279573535,0.6136138521728122,-0.00010085547050429923,143,0.12465638667345047,1.0903751850128174,1.1156874291364132,1.0775619745254517,1.1156356696738128,1.5410265922546387
143,0.0010432600975036621,-0.0001844219145276996,0.614500619590558,-0.00015005836224082174,144,0.12094897478818895,1.054224967956543,1.1173124147467794,1.049235463142395,1.1172352928552496,1.5414001941680908
144,0.0008503361181779341,-0.00024463975966320425,0.6153457867473721,-0.0001987823445855282,145,0.1260979637503624,1.0985374450683594,1.118861673308606,1.0944706201553345,1.1187593694091105,1.5416312217712402
